TIM_DAY,ITE_ADD_NEIGHBORHOOD_NAME,OPERACION,LONGITUDE,LATITUDE,SIT_CURRENCY_ID,ITE_SITE_CURRENT_PRICE,ITE_BASE_CURRENT_PRICE,Ambientes,Dormitorios,SConstrM2,STotalM2,ITE_AUCTION_START,ITE_AUCTION_STOP,TIPOPROPIEDAD
11/29/2023,CASEROS,Venta,"-58,5650459","-34,6267486",DOL,99742500,110000,5,4,109,109,10/20/2023,04/17/2024,Departamento
11/29/2023,CASEROS,Venta,"-58,5733677","-34,6166504",DOL,54405000,60000,4,2,86,146,09/29/2023,03/27/2024,Casa
11/29/2023,SANTOS LUGARES,Venta,"-58,541584","-34,6005669",DOL,225780750,249000,5,4,200,225,10/03/2023,03/31/2024,Casa
11/29/2023,CASEROS,Venta,"-58,5625031","-34,609108",DOL,49871250,55000,2,1,34,37,10/25/2023,04/23/2024,Departamento
11/29/2023,CASEROS,Venta,,,DOL,102462750,113000,3,2,233,433,11/17/2023,05/15/2024,Casa
11/28/2023,,Venta,"-58,55867","-34,6103058",DOL,77980500,86000,3,2,86,193,10/22/2022,11/29/2023,Casa
11/29/2023,CASEROS,Venta,"-58,582117","-34,6081465",DOL,40803750,45000,2,1,30,30,09/06/2023,03/06/2024,Departamento
11/29/2023,SAENZ PENA,Venta,"-58,537392","-34,596034",DOL,149613750,165000,5,4,260,268,10/25/2023,04/22/2024,Casa
11/29/2023,,Venta,"-58,563524","-34,6090605",DOL,52591500,58000,2,1,45,48,06/30/2023,12/27/2023,Departamento
11/29/2023,CASEROS,Venta,"-58,5742882","-34,5978325",DOL,153240750,169000,4,3,389,389,12/30/2021,05/08/2024,Casa
11/29/2023,CASEROS,Venta,"-58,5648756","-34,6249961",DOL,38083500,42000,2,1,41,45,11/17/2023,05/15/2024,Departamento
11/29/2023,CASEROS,Venta,"-58,578504","-34,5917031",DOL,48964500,54000,3,2,70,95,10/08/2023,04/05/2024,Departamento
11/29/2023,CASEROS,Venta,"-58,5766363","-34,5952942",DOL,54405000,60000,2,1,44,48,11/17/2023,05/15/2024,Departamento
11/29/2023,,Venta,"-58,5639385","-34,6068805",DOL,12694500,14000,3,2,50,50,10/02/2023,03/30/2024,Departamento
